,by,delivery_error,distance_btwn_cones_pix,isPair,lConeNeighbors,masterID1,masterID2,rg,session,subject,trial,type1,type2,x1,x2,y1,y2
50,0,0.223741413210304,0,False,0.166666666666667,74,74,0,41,10001R,51,3,3,54,54,101,101
51,,0.245440643082144,11.0453610171873,True,0.4,74,75,,41,10001R,52,3,1,54,65,101,102
52,,0.160907061921654,11.0453610171873,True,0.4,74,75,,41,10001R,53,3,1,54,65,101,102
53,,0.145050433728874,17.0880074906351,True,0.545454545454545,73,75,,41,10001R,54,2,1,49,65,96,102
54,0,0.163976451829717,17.0880074906351,True,0.545454545454545,73,75,0,41,10001R,55,2,1,49,65,96,102
55,0,0.163954005865712,7.07106781186548,True,0.4,73,74,0,41,10001R,56,2,3,49,54,96,101
56,0,0.180743034450976,17.0880074906351,True,0.545454545454545,73,75,0,41,10001R,57,2,1,49,65,96,102
57,,0.188798197819941,0,False,0.166666666666667,74,74,,41,10001R,58,3,3,54,54,101,101
58,0,0.190277041478616,7.07106781186548,True,0.4,73,74,-0.6,41,10001R,59,2,3,49,54,96,101
59,0,0.186928537745448,0,False,0.166666666666667,74,74,-0.6,41,10001R,60,3,3,54,54,101,101
60,,0.137997231481934,7.07106781186548,True,0.4,73,74,,41,10001R,61,2,3,49,54,96,101
61,0,0.202878616449507,0,False,0.666666666666667,73,73,-0.6,41,10001R,62,2,2,49,49,96,96
62,0,0.178497426275769,0,False,0.166666666666667,74,74,-0.8,41,10001R,63,3,3,54,54,101,101
63,,0.220879001966272,17.0880074906351,True,0.545454545454545,73,75,,41,10001R,64,2,1,49,65,96,102
64,,0.169071249683641,17.0880074906351,True,0.545454545454545,73,75,,41,10001R,65,2,1,49,65,96,102
65,,0.196143946436634,0,False,0.5,75,75,,41,10001R,66,1,1,65,65,102,102
66,,0.210846741701845,0,False,0.166666666666667,74,74,,41,10001R,67,3,3,54,54,101,101
67,0,0.197209883267559,0,False,0.666666666666667,73,73,-0.6,41,10001R,68,2,2,49,49,96,96
68,,0.119309611741042,0,False,0.5,75,75,,41,10001R,69,1,1,65,65,102,102
69,,0.170191883188839,0,False,0.5,75,75,,41,10001R,70,1,1,65,65,102,102
70,,0.147473579713553,0,False,0.5,75,75,,41,10001R,71,1,1,65,65,102,102
71,0,0.222531614575248,0,False,0.5,75,75,0,41,10001R,72,1,1,65,65,102,102
0,0,0.211615009584309,6.70820393249937,True,0.5,76,77,0.2,42,10001R,1,3,2,118,121,108,102
1,0,0.173502871076483,6.70820393249937,True,0.4,77,78,0.8,42,10001R,2,2,2,121,124,102,96
2,0,0.177177467470382,6.70820393249937,True,0.4,77,78,0.6,42,10001R,3,2,2,121,124,102,96
3,-0.2,0.20632361139779,6.70820393249937,True,0.4,77,78,0.4,42,10001R,4,2,2,121,124,102,96
4,0,0.222108104860007,0,False,0.666666666666667,76,76,-1,42,10001R,5,3,3,118,118,108,108
5,0,0.207022099377872,0,False,0.333333333333333,77,77,0.4,42,10001R,6,2,2,121,121,102,102
6,0,0.170163842288941,0,False,0.333333333333333,78,78,0,42,10001R,7,2,2,124,124,96,96
7,0,0.198813184085216,6.70820393249937,True,0.5,76,77,0,42,10001R,8,3,2,118,121,108,102
8,0,0.18534383917906,6.70820393249937,True,0.4,77,78,0.2,42,10001R,9,2,2,121,124,102,96
9,0,0.218593408846035,13.4164078649987,True,0.545454545454545,76,78,0,42,10001R,10,3,2,118,124,108,96
10,0,0.252396386658972,0,False,0.666666666666667,76,76,-0.6,42,10001R,11,3,3,118,118,108,108
11,0,0.168971143196355,0,False,0.333333333333333,77,77,1,42,10001R,12,2,2,121,121,102,102
12,0,0.146102132266415,0,False,0.333333333333333,77,77,0,42,10001R,13,2,2,121,121,102,102
13,0,0.180386550194473,13.4164078649987,True,0.545454545454545,76,78,-0.2,42,10001R,14,3,2,118,124,108,96
14,0,0.17861251382011,0,False,0.333333333333333,77,77,0.2,42,10001R,15,2,2,121,121,102,102
15,0,0.187304126751928,6.70820393249937,True,0.5,76,77,0,42,10001R,16,3,2,118,121,108,102
16,0,0.176193516829908,0,False,0.333333333333333,77,77,0.2,42,10001R,17,2,2,121,121,102,102
17,0,0.187960296662455,6.70820393249937,True,0.5,76,77,0,42,10001R,18,3,2,118,121,108,102
18,0,0.184229842554079,6.70820393249937,True,0.4,77,78,0.6,42,10001R,19,2,2,121,124,102,96
19,0,0.170429258370351,13.4164078649987,True,0.545454545454545,76,78,-0.2,42,10001R,20,3,2,118,124,108,96
20,0,0.225790515715041,13.4164078649987,True,0.545454545454545,76,78,0,42,10001R,21,3,2,118,124,108,96
21,0,0.159104274780154,0,False,0.333333333333333,78,78,0,42,10001R,22,2,2,124,124,96,96
22,0,0.175901918411696,6.70820393249937,True,0.5,76,77,0,42,10001R,23,3,2,118,121,108,102
23,-0.2,0.20948209505154,6.70820393249937,True,0.4,77,78,0.4,42,10001R,24,2,2,121,124,102,96
24,-0.2,0.157316029646331,6.70820393249937,True,0.4,77,78,0.6,42,10001R,25,2,2,121,124,102,96
25,0,0.184410174462614,0,False,0.333333333333333,77,77,0,42,10001R,26,2,2,121,121,102,102
26,0,0.161320505468353,6.70820393249937,True,0.4,77,78,0,42,10001R,27,2,2,121,124,102,96
27,0,0.183947598342233,0,False,0.666666666666667,76,76,-0.4,42,10001R,28,3,3,118,118,108,108
28,0,0.182975266443719,0,False,0.666666666666667,76,76,-0.6,42,10001R,29,3,3,118,118,108,108
29,0,0.161097351563511,0,False,0.666666666666667,76,76,-1,42,10001R,30,3,3,118,118,108,108
30,0,0.1807104336809,6.70820393249937,True,0.5,76,77,0,42,10001R,31,3,2,118,121,108,102
31,,0.152500057241764,6.70820393249937,True,0.4,77,78,,42,10001R,32,2,2,121,124,102,96
32,0,0.188900521917007,6.70820393249937,True,0.5,76,77,0,42,10001R,33,3,2,118,121,108,102
33,0,0.207060619056543,13.4164078649987,True,0.545454545454545,76,78,-0.2,42,10001R,34,3,2,118,124,108,96
34,0,0.162228928811975,6.70820393249937,True,0.5,76,77,-0.4,42,10001R,35,3,2,118,121,108,102
35,-0.2,0.181723935286679,0,False,0.333333333333333,78,78,0.2,42,10001R,36,2,2,124,124,96,96
36,0,0.209399735246492,0,False,0.666666666666667,76,76,-1,42,10001R,37,3,3,118,118,108,108
37,0,0.20071124512073,0,False,0.666666666666667,76,76,-1,42,10001R,38,3,3,118,118,108,108
38,0,0.260547273729966,0,False,0.333333333333333,77,77,0,42,10001R,39,2,2,121,121,102,102
39,0,0.255116937923694,0,False,0.666666666666667,76,76,-0.6,42,10001R,40,3,3,118,118,108,108
40,0,0.217247320151301,0,False,0.666666666666667,76,76,0,42,10001R,41,3,3,118,118,108,108
41,,0.210754151946158,13.4164078649987,True,0.545454545454545,76,78,,42,10001R,42,3,2,118,124,108,96
42,,0.190047219603105,0,False,0.333333333333333,78,78,,42,10001R,43,2,2,124,124,96,96
43,0,0.174782962453223,6.70820393249937,True,0.4,77,78,0,42,10001R,44,2,2,121,124,102,96
44,0,0.155323749552965,0,False,0.333333333333333,78,78,0,42,10001R,45,2,2,124,124,96,96
45,0,0.174637294577699,6.70820393249937,True,0.4,77,78,0,42,10001R,46,2,2,121,124,102,96
46,,0.159142695274028,0,False,0.333333333333333,78,78,,42,10001R,47,2,2,124,124,96,96
47,0,3.25344686459466,0,False,0.333333333333333,78,78,0,42,10001R,48,2,2,124,124,96,96
48,0,0.170665314659828,13.4164078649987,True,0.545454545454545,76,78,0,42,10001R,49,3,2,118,124,108,96
49,0,0.168577091843469,0,False,0.333333333333333,78,78,0,42,10001R,50,2,2,124,124,96,96
50,-0.2,0.181900097463544,6.70820393249937,True,0.5,76,77,0,42,10001R,51,3,2,118,121,108,102
51,0,0.169531701551494,6.70820393249937,True,0.5,76,77,0,42,10001R,52,3,2,118,121,108,102
52,0,0.167618238468938,0,False,0.333333333333333,78,78,0.2,42,10001R,53,2,2,124,124,96,96
53,0,0.22169710840709,0,False,0.333333333333333,78,78,0.4,42,10001R,54,2,2,124,124,96,96
54,0,0.196754447560814,6.70820393249937,True,0.5,76,77,-0.2,42,10001R,55,3,2,118,121,108,102
55,0,0.156078565034101,13.4164078649987,True,0.545454545454545,76,78,0,42,10001R,56,3,2,118,124,108,96
56,,0.192871007078879,0,False,0.333333333333333,78,78,,42,10001R,57,2,2,124,124,96,96
57,0,0.253887322613619,0,False,0.333333333333333,77,77,0,42,10001R,58,2,2,121,121,102,102
