,by,delivery_error,distance_btwn_cones_pix,isPair,lConeNeighbors,masterID1,masterID2,rg,session,subject,trial,type1,type2,x1,x2,y1,y2
69,-0.4,0.171408646196469,6.40312423743285,True,0.4,89,90,0.4,47,10001R,70,3,2,119,115,134,129
70,-0.4,0.174960779801842,6.40312423743285,True,0.4,89,90,0.4,47,10001R,71,3,2,119,115,134,129
71,-0.2,0.240686417584327,6.40312423743285,True,0.4,89,90,0.2,47,10001R,72,3,2,119,115,134,129
0,0,0.214507817457772,8.94427190999916,True,0.6,91,92,0,48,10001R,1,3,2,111,115,113,121
1,0,0.20425464068436,0,False,0.666666666666667,91,91,-0.6,48,10001R,2,3,3,111,111,113,113
2,0,0.165022717765628,0,False,0.666666666666667,91,91,-0.4,48,10001R,3,3,3,111,111,113,113
3,0,2.09487753690799,0,False,0.666666666666667,91,91,0,48,10001R,4,3,3,111,111,113,113
4,0,0.178109284345641,0,False,0.5,92,92,0,48,10001R,5,2,2,115,115,121,121
5,0,0.218750542462178,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,6,2,3,109,111,119,113
6,0,0.187559720560151,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,7,2,2,109,115,119,121
7,0,0.270267708050706,0,False,0.666666666666667,65,65,0,48,10001R,8,2,2,109,109,119,119
8,0,0.230851440564598,8.94427190999916,True,0.6,91,92,-0.4,48,10001R,9,3,2,111,115,113,121
9,0,0.219671718450389,0,False,0.666666666666667,91,91,0,48,10001R,10,3,3,111,111,113,113
10,0,0.19160733551551,0,False,0.666666666666667,65,65,0,48,10001R,11,2,2,109,109,119,119
11,0,0.183652817032774,0,False,0.5,92,92,0,48,10001R,12,2,2,115,115,121,121
12,0,0.195285016251745,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,13,2,3,109,111,119,113
13,0,0.200131049766341,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,14,2,3,109,111,119,113
14,0,0.220701688311467,0,False,0.666666666666667,65,65,0,48,10001R,15,2,2,109,109,119,119
15,0,0.181026578763611,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,16,2,3,109,111,119,113
16,0,0.71164679498764,8.94427190999916,True,0.6,91,92,-0.4,48,10001R,17,3,2,111,115,113,121
17,0,0.180306515764549,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,18,2,3,109,111,119,113
18,0,0.141502073180324,8.94427190999916,True,0.6,91,92,-0.4,48,10001R,19,3,2,111,115,113,121
19,,0.2414089407895,0,False,0.666666666666667,91,91,,48,10001R,20,3,3,111,111,113,113
20,0,0.181031603107584,0,False,0.666666666666667,65,65,0,48,10001R,21,2,2,109,109,119,119
21,0,0.20467278579029,0,False,0.666666666666667,65,65,0,48,10001R,22,2,2,109,109,119,119
22,0,0.203833423166151,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,23,2,2,109,115,119,121
23,,0.156147063993843,8.94427190999916,True,0.6,91,92,,48,10001R,24,3,2,111,115,113,121
24,0,0.171193102125967,0,False,0.666666666666667,91,91,0,48,10001R,25,3,3,111,111,113,113
25,0,0.220409087345342,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,26,2,3,109,111,119,113
26,0,0.175692408296007,0,False,0.666666666666667,91,91,0,48,10001R,27,3,3,111,111,113,113
27,0,0.161017464406119,0,False,0.5,92,92,0,48,10001R,28,2,2,115,115,121,121
28,0,0.210014606491654,0,False,0.5,92,92,0,48,10001R,29,2,2,115,115,121,121
29,0,0.181080174067235,0,False,0.5,92,92,0,48,10001R,30,2,2,115,115,121,121
30,,0.208729228559766,8.94427190999916,True,0.6,91,92,,48,10001R,31,3,2,111,115,113,121
31,0,0.159686679871736,0,False,0.666666666666667,91,91,0,48,10001R,32,3,3,111,111,113,113
32,0,0.196240163106917,8.94427190999916,True,0.6,91,92,0,48,10001R,33,3,2,111,115,113,121
33,0,0.536376640439468,0,False,0.666666666666667,65,65,0,48,10001R,34,2,2,109,109,119,119
34,0,0.130274055870735,8.94427190999916,True,0.6,91,92,-0.4,48,10001R,35,3,2,111,115,113,121
35,0,0.328302023317424,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,36,2,2,109,115,119,121
36,0,0.195255857250968,0,False,0.5,92,92,0,48,10001R,37,2,2,115,115,121,121
37,0,0.244400545416906,0,False,0.5,92,92,-0.2,48,10001R,38,2,2,115,115,121,121
38,0,0.183503644458319,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,39,2,3,109,111,119,113
39,0,0.19442289900076,0,False,0.5,92,92,-0.2,48,10001R,40,2,2,115,115,121,121
40,,0.198173285511222,0,False,0.5,92,92,,48,10001R,41,2,2,115,115,121,121
41,,0.311591543464943,0,False,0.666666666666667,65,65,,48,10001R,42,2,2,109,109,119,119
42,0,0.234643225116628,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,43,2,2,109,115,119,121
43,0,,0,False,0.666666666666667,91,91,-0.4,48,10001R,44,3,3,111,111,113,113
44,0,0.222291143341419,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,45,2,2,109,115,119,121
45,,0.188729058788168,0,False,0.666666666666667,91,91,,48,10001R,46,3,3,111,111,113,113
46,0,0.191068041414169,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,47,2,2,109,115,119,121
47,0,0.17044210898339,6.32455532033676,True,0.555555555555556,65,92,-0.2,48,10001R,48,2,2,109,115,119,121
48,0,0.194298743343568,0,False,0.666666666666667,65,65,0,48,10001R,49,2,2,109,109,119,119
49,0,0.148925928569097,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,50,2,2,109,115,119,121
50,0,0.186346721572214,8.94427190999916,True,0.6,91,92,0,48,10001R,51,3,2,111,115,113,121
51,0,0.203049483130252,8.94427190999916,True,0.6,91,92,0,48,10001R,52,3,2,111,115,113,121
52,0,0.2487693601232,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,53,2,2,109,115,119,121
53,,0.166264688652256,6.32455532033676,True,0.555555555555556,65,92,,48,10001R,54,2,2,109,115,119,121
54,0,0.232747481663816,8.94427190999916,True,0.6,91,92,0,48,10001R,55,3,2,111,115,113,121
55,0,0.205801655815953,0,False,0.666666666666667,65,65,0,48,10001R,56,2,2,109,109,119,119
56,0,0.238451204621656,6.32455532033676,True,0.555555555555556,65,92,0,48,10001R,57,2,2,109,115,119,121
57,0,0.259679941113307,6.32455532033676,True,0.666666666666667,65,91,-0.4,48,10001R,58,2,3,109,111,119,113
58,0,0.250008941145377,0,False,0.5,92,92,0,48,10001R,59,2,2,115,115,121,121
59,0,0.187681622600521,0,False,0.5,92,92,0,48,10001R,60,2,2,115,115,121,121
60,0,0.259145976316882,0,False,0.5,92,92,0,48,10001R,61,2,2,115,115,121,121
61,,0.766030824983553,0,False,0.666666666666667,91,91,,48,10001R,62,3,3,111,111,113,113
62,0,0.184835554315879,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,63,2,3,109,111,119,113
63,0,0.216002874736333,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,64,2,3,109,111,119,113
64,0,0.516443782143711,0,False,0.666666666666667,65,65,0,48,10001R,65,2,2,109,109,119,119
65,0,0.419201392749182,6.32455532033676,True,0.555555555555556,65,92,-0.4,48,10001R,66,2,2,109,115,119,121
66,0,0.750634897079435,0,False,0.666666666666667,65,65,0,48,10001R,67,2,2,109,109,119,119
67,,0.246246107824028,6.32455532033676,True,0.666666666666667,65,91,,48,10001R,68,2,3,109,111,119,113
68,0,0.179268359617863,8.94427190999916,True,0.6,91,92,0,48,10001R,69,3,2,111,115,113,121
69,0,0.185178786632072,0,False,0.666666666666667,65,65,0.2,48,10001R,70,2,2,109,109,119,119
70,,0.240321415566241,0,False,0.666666666666667,91,91,,48,10001R,71,3,3,111,111,113,113
71,0,0.198745502614985,6.32455532033676,True,0.666666666666667,65,91,0,48,10001R,72,2,3,109,111,119,113
0,0,0.203514648711717,0,False,0.333333333333333,27,27,1,50,10001R,1,3,3,111,111,93,93
1,0,0.265007157044768,6.32455532033676,True,0.4,78,26,0,50,10001R,2,2,2,124,118,96,94
2,0,0.155221402015832,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,3,2,3,124,111,96,93
3,0,0.150459076307611,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,4,2,3,124,111,96,93
4,0,0.189287710275123,0,False,0.333333333333333,78,78,-0.2,50,10001R,5,2,2,124,124,96,96
5,0,0.248889803146733,7.07106781186548,True,0.4,26,27,0.6,50,10001R,6,2,3,118,111,94,93
6,0,0.246984014275865,0,False,0.333333333333333,78,78,-0.8,50,10001R,7,2,2,124,124,96,96
7,0,0.185122636074797,0,False,0.333333333333333,78,78,-0.6,50,10001R,8,2,2,124,124,96,96
8,0,0.176657366826458,0,False,0.333333333333333,78,78,-0.8,50,10001R,9,2,2,124,124,96,96
9,0,0.228152671466865,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,10,2,3,124,111,96,93
10,0,0.19065109154439,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,11,2,3,124,111,96,93
11,0,0.196598953143989,0,False,0.333333333333333,27,27,0.6,50,10001R,12,3,3,111,111,93,93
12,0,0.191562562142133,0,False,0.5,26,26,0,50,10001R,13,2,2,118,118,94,94
13,0,0.219022208035813,0,False,0.333333333333333,78,78,-0.4,50,10001R,14,2,2,124,124,96,96
14,0,0.177487997949883,0,False,0.333333333333333,27,27,0,50,10001R,15,3,3,111,111,93,93
15,0,0.178507890808701,6.32455532033676,True,0.4,78,26,-0.8,50,10001R,16,2,2,124,118,96,94
16,0,0.19896294179471,6.32455532033676,True,0.4,78,26,-0.6,50,10001R,17,2,2,124,118,96,94
17,0,0.283147036118513,7.07106781186548,True,0.4,26,27,0,50,10001R,18,2,3,118,111,94,93
18,0,0.191206647187831,0,False,0.333333333333333,78,78,-0.8,50,10001R,19,2,2,124,124,96,96
19,0,0.139805889379669,7.07106781186548,True,0.4,26,27,0,50,10001R,20,2,3,118,111,94,93
20,0,0.177852444976048,0,False,0.333333333333333,27,27,0.6,50,10001R,21,3,3,111,111,93,93
21,0,0.169811636833904,6.32455532033676,True,0.4,78,26,-0.8,50,10001R,22,2,2,124,118,96,94
22,0,0.208222368192726,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,23,2,3,124,111,96,93
23,0,0.16588013143175,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,24,2,3,124,111,96,93
24,0,0.157357002988431,0,False,0.333333333333333,78,78,-0.8,50,10001R,25,2,2,124,124,96,96
25,0,0.187890269830605,6.32455532033676,True,0.4,78,26,0,50,10001R,26,2,2,124,118,96,94
26,0,0.240220397089045,6.32455532033676,True,0.4,78,26,0,50,10001R,27,2,2,124,118,96,94
27,0,0.246539054730139,0,False,0.333333333333333,78,78,0,50,10001R,28,2,2,124,124,96,96
28,0,0.219335540064827,6.32455532033676,True,0.4,78,26,0,50,10001R,29,2,2,124,118,96,94
29,0,0.184130634304351,7.07106781186548,True,0.4,26,27,0.4,50,10001R,30,2,3,118,111,94,93
30,0,0.23614188100012,0,False,0.333333333333333,78,78,-0.2,50,10001R,31,2,2,124,124,96,96
31,0,0.130384005353825,0,False,0.333333333333333,27,27,0,50,10001R,32,3,3,111,111,93,93
32,0,0.204020011331369,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,33,2,3,124,111,96,93
33,0,0.120310969970694,6.32455532033676,True,0.4,78,26,-0.8,50,10001R,34,2,2,124,118,96,94
34,0,0.181659100355158,13.3416640641263,True,0.363636363636364,78,27,0.6,50,10001R,35,2,3,124,111,96,93
35,0,1.3699108202826,7.07106781186548,True,0.4,26,27,0.8,50,10001R,36,2,3,118,111,94,93
36,0,0.206301379087463,0,False,0.333333333333333,27,27,0.8,50,10001R,37,3,3,111,111,93,93
37,0,0.172894620729156,7.07106781186548,True,0.4,26,27,0,50,10001R,38,2,3,118,111,94,93
38,0,0.191318692816473,6.32455532033676,True,0.4,78,26,-0.2,50,10001R,39,2,2,124,118,96,94
39,0,0.180886954587778,0,False,0.333333333333333,27,27,0.8,50,10001R,40,3,3,111,111,93,93
40,,0.212767716295214,0,False,0.5,26,26,,50,10001R,41,2,2,118,118,94,94
41,0,0.181165503738837,0,False,0.5,26,26,-0.2,50,10001R,42,2,2,118,118,94,94
42,0,0.220464784544039,0,False,0.333333333333333,27,27,0,50,10001R,43,3,3,111,111,93,93
43,0,0.141027472162362,0,False,0.333333333333333,27,27,0.6,50,10001R,44,3,3,111,111,93,93
44,0,0.232049334902303,6.32455532033676,True,0.4,78,26,-0.6,50,10001R,45,2,2,124,118,96,94
45,,0.192698485184221,0,False,0.333333333333333,78,78,,50,10001R,46,2,2,124,124,96,96
46,0,0.155507042343096,6.32455532033676,True,0.4,78,26,0,50,10001R,47,2,2,124,118,96,94
47,0,0.240603913227438,0,False,0.333333333333333,27,27,0.8,50,10001R,48,3,3,111,111,93,93
48,0,0.258621426432991,0,False,0.5,26,26,-0.6,50,10001R,49,2,2,118,118,94,94
49,0,0.196370016831812,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,50,2,3,124,111,96,93
50,0,0.170879192790173,7.07106781186548,True,0.4,26,27,0,50,10001R,51,2,3,118,111,94,93
51,0,0.221932244457383,0,False,0.5,26,26,-0.6,50,10001R,52,2,2,118,118,94,94
52,0,0.199420972014429,7.07106781186548,True,0.4,26,27,0,50,10001R,53,2,3,118,111,94,93
53,,0.268144319639286,0,False,0.5,26,26,,50,10001R,54,2,2,118,118,94,94
54,,0.251058012840221,0,False,0.333333333333333,78,78,,50,10001R,55,2,2,124,124,96,96
55,0,0.160217110649189,7.07106781186548,True,0.4,26,27,-0.6,50,10001R,56,2,3,118,111,94,93
56,0,0.210089181123404,0,False,0.333333333333333,27,27,0.2,50,10001R,57,3,3,111,111,93,93
57,0,0.198115148273484,7.07106781186548,True,0.4,26,27,0,50,10001R,58,2,3,118,111,94,93
58,0,0.193352479053144,0,False,0.5,26,26,0,50,10001R,59,2,2,118,118,94,94
59,0,0.183521982300708,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,60,2,3,124,111,96,93
60,,0.199840997773636,0,False,0.5,26,26,,50,10001R,61,2,2,118,118,94,94
61,0,0.157220723974026,6.32455532033676,True,0.4,78,26,-0.6,50,10001R,62,2,2,124,118,96,94
62,0,0.213843985647633,0,False,0.5,26,26,0,50,10001R,63,2,2,118,118,94,94
63,0,0.180562829267667,0,False,0.5,26,26,0.2,50,10001R,64,2,2,118,118,94,94
64,0,0.163280877009813,7.07106781186548,True,0.4,26,27,0.2,50,10001R,65,2,3,118,111,94,93
65,0,0.191629069463269,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,66,2,3,124,111,96,93
66,0,1.7421264846245,7.07106781186548,True,0.4,26,27,0,50,10001R,67,2,3,118,111,94,93
67,0,0.230901759469405,0,False,0.5,26,26,-0.8,50,10001R,68,2,2,118,118,94,94
68,0,0.214509820173483,13.3416640641263,True,0.363636363636364,78,27,0,50,10001R,69,2,3,124,111,96,93
69,0,0.183106189504208,0,False,0.5,26,26,-0.6,50,10001R,70,2,2,118,118,94,94
70,0,0.251004224866132,0,False,0.333333333333333,78,78,-0.8,50,10001R,71,2,2,124,124,96,96
71,0,0.21467949344437,0,False,0.333333333333333,27,27,0,50,10001R,72,3,3,111,111,93,93
0,0,0.186546921642917,0,False,0.333333333333333,77,77,0,51,10001R,1,2,2,121,121,102,102
1,0,0.174055376651043,0,False,0.5,79,79,0,51,10001R,2,2,2,114,114,102,102
2,0,0.225038433094056,6.32455532033676,True,0.4,79,93,0,51,10001R,3,2,2,114,108,102,100
3,0,0.142853844926627,7,True,0.4,77,79,0,51,10001R,4,2,2,121,114,102,102
4,0,0.154945211859692,7,True,0.4,77,79,0,51,10001R,5,2,2,121,114,102,102
5,0,0.171943219917157,7,True,0.4,77,79,0,51,10001R,6,2,2,121,114,102,102
6,0,0.184581839865213,0,False,0.5,93,93,0,51,10001R,7,2,2,108,108,100,100
7,0,0.202292978065058,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,8,2,2,121,108,102,100
8,0,0.165155466945198,0,False,0.5,79,79,0,51,10001R,9,2,2,114,114,102,102
9,0,0.204143864521411,6.32455532033676,True,0.4,79,93,0,51,10001R,10,2,2,114,108,102,100
10,0,0.152695825717914,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,11,2,2,121,108,102,100
11,0,0.183860287272048,0,False,0.333333333333333,77,77,-0.2,51,10001R,12,2,2,121,121,102,102
12,0,0.169098769966433,7,True,0.4,77,79,0,51,10001R,13,2,2,121,114,102,102
13,0,0.171866850907246,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,14,2,2,121,108,102,100
14,0,0.206745449435937,6.32455532033676,True,0.4,79,93,0,51,10001R,15,2,2,114,108,102,100
15,0,0.199299324896951,7,True,0.4,77,79,0,51,10001R,16,2,2,121,114,102,102
16,0,0.189490377768055,13.1529464379659,True,0.454545454545455,77,93,-0.6,51,10001R,17,2,2,121,108,102,100
17,0,0.189382950707818,0,False,0.333333333333333,77,77,-0.4,51,10001R,18,2,2,121,121,102,102
18,0,0.140692649041532,13.1529464379659,True,0.454545454545455,77,93,-0.6,51,10001R,19,2,2,121,108,102,100
19,0,0.187149795843907,6.32455532033676,True,0.4,79,93,0,51,10001R,20,2,2,114,108,102,100
20,,0.223756923104491,0,False,0.5,79,79,,51,10001R,21,2,2,114,114,102,102
21,0,0.145655075835417,0,False,0.333333333333333,77,77,0,51,10001R,22,2,2,121,121,102,102
22,0,0.204586853242472,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,23,2,2,121,108,102,100
23,0,0.141833484292673,6.32455532033676,True,0.4,79,93,0,51,10001R,24,2,2,114,108,102,100
24,0,0.167758636031072,7,True,0.4,77,79,-0.2,51,10001R,25,2,2,121,114,102,102
25,0,0.164471533878679,0,False,0.5,93,93,0,51,10001R,26,2,2,108,108,100,100
26,0,0.13055717933681,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,27,2,2,121,108,102,100
27,,0.171911690176935,0,False,0.5,79,79,,51,10001R,28,2,2,114,114,102,102
28,,0.175271167333455,7,True,0.4,77,79,,51,10001R,29,2,2,121,114,102,102
29,0,0.922911397923665,0,False,0.333333333333333,77,77,0,51,10001R,30,2,2,121,121,102,102
30,,0.204088364132602,0,False,0.5,79,79,,51,10001R,31,2,2,114,114,102,102
31,0,0.142888649334022,0,False,0.333333333333333,77,77,0,51,10001R,32,2,2,121,121,102,102
32,0,0.149855084291609,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,33,2,2,121,108,102,100
33,0,1.87497808708214,7,True,0.4,77,79,0,51,10001R,34,2,2,121,114,102,102
34,0,0.194698209078001,6.32455532033676,True,0.4,79,93,0,51,10001R,35,2,2,114,108,102,100
35,0,0.212667829630813,6.32455532033676,True,0.4,79,93,0,51,10001R,36,2,2,114,108,102,100
36,0,0.643661702003649,7,True,0.4,77,79,-0.2,51,10001R,37,2,2,121,114,102,102
37,0,0.215698327399574,0,False,0.5,93,93,0.4,51,10001R,38,2,2,108,108,100,100
38,0,0.181711101033116,7,True,0.4,77,79,0.2,51,10001R,39,2,2,121,114,102,102
39,0,0.131557306403395,0,False,0.5,93,93,0.6,51,10001R,40,2,2,108,108,100,100
40,0,0.156116275927676,13.1529464379659,True,0.454545454545455,77,93,0,51,10001R,41,2,2,121,108,102,100
41,,0.152285739284838,13.1529464379659,True,0.454545454545455,77,93,,51,10001R,42,2,2,121,108,102,100
42,,0.175960220373087,6.32455532033676,True,0.4,79,93,,51,10001R,43,2,2,114,108,102,100
43,0,0.17023871549797,0,False,0.5,79,79,-0.4,51,10001R,44,2,2,114,114,102,102
44,0,0.236832115449513,0,False,0.333333333333333,77,77,0,51,10001R,45,2,2,121,121,102,102
45,0,0.163947457707904,0,False,0.5,79,79,0.2,51,10001R,46,2,2,114,114,102,102
46,0,0.168145790961715,0,False,0.333333333333333,77,77,0,51,10001R,47,2,2,121,121,102,102
47,0,0.178384032727672,13.1529464379659,True,0.454545454545455,77,93,-0.2,51,10001R,48,2,2,121,108,102,100
48,,0.20828796313824,0,False,0.5,79,79,,51,10001R,49,2,2,114,114,102,102
49,0,0.143179017017675,0,False,0.333333333333333,77,77,0,51,10001R,50,2,2,121,121,102,102
50,0,0.149007562754909,6.32455532033676,True,0.4,79,93,0,51,10001R,51,2,2,114,108,102,100
51,0,0.186003940063725,0,False,0.5,93,93,0.6,51,10001R,52,2,2,108,108,100,100
52,,0.17971336499183,0,False,0.5,79,79,,51,10001R,53,2,2,114,114,102,102
53,0,0.184670571294143,0,False,0.5,93,93,0.2,51,10001R,54,2,2,108,108,100,100
54,,0.200180822091604,0,False,0.5,93,93,,51,10001R,55,2,2,108,108,100,100
55,0,1.18755148684682,0,False,0.5,93,93,0,51,10001R,56,2,2,108,108,100,100
56,0,0.198179003857223,0,False,0.333333333333333,77,77,0,51,10001R,57,2,2,121,121,102,102
57,0,0.145165900598443,0,False,0.5,93,93,0.2,51,10001R,58,2,2,108,108,100,100
58,,0.214453232469843,6.32455532033676,True,0.4,79,93,,51,10001R,59,2,2,114,108,102,100
59,0,0.167223735592744,7,True,0.4,77,79,0,51,10001R,60,2,2,121,114,102,102
60,0,0.203251032820507,0,False,0.5,93,93,0,51,10001R,61,2,2,108,108,100,100
61,,0.14566399847493,0,False,0.333333333333333,77,77,,51,10001R,62,2,2,121,121,102,102
62,0,0.176641038303523,7,True,0.4,77,79,0,51,10001R,63,2,2,121,114,102,102
63,0,0.171645336449108,0,False,0.5,93,93,0,51,10001R,64,2,2,108,108,100,100
64,0,0.138193128254856,6.32455532033676,True,0.4,79,93,0.4,51,10001R,65,2,2,114,108,102,100
65,,2.19590857217033,6.32455532033676,True,0.4,79,93,,51,10001R,66,2,2,114,108,102,100
66,,0.141608696439667,0,False,0.5,79,79,,51,10001R,67,2,2,114,114,102,102
67,0,0.219442767565408,0,False,0.5,93,93,0,51,10001R,68,2,2,108,108,100,100
68,,0.175195025065936,0,False,0.5,79,79,,51,10001R,69,2,2,114,114,102,102
69,,0.219023384757844,0,False,0.5,79,79,,51,10001R,70,2,2,114,114,102,102
70,0,0.198511546785535,0,False,0.333333333333333,77,77,0,51,10001R,71,2,2,121,121,102,102
71,0,0.216301226622135,13.1529464379659,True,0.454545454545455,77,93,0.2,51,10001R,72,2,2,121,108,102,100
0,0,0.290695156538991,6.32455532033676,True,0.2,94,95,0,52,10001R,1,2,2,133,135,111,105
1,0,0.26025458191188,0,False,0.166666666666667,94,94,0,52,10001R,2,2,2,133,133,111,111
2,-0.2,0.211948692551663,0,False,0.166666666666667,95,95,0.2,52,10001R,3,2,2,135,135,105,105
3,-0.2,0.193075716671162,6.32455532033676,True,0.2,94,95,0.2,52,10001R,4,2,2,133,135,111,105
4,-0.2,0.199558442760241,0,False,0.166666666666667,95,95,0,52,10001R,5,2,2,135,135,105,105
5,0,0.19841878145713,0,False,0.166666666666667,95,95,0,52,10001R,6,2,2,135,135,105,105
6,-0.2,0.251289768475283,0,False,0.166666666666667,95,95,0,52,10001R,7,2,2,135,135,105,105
7,0,0.234947598306466,13.0384048104053,True,0.3,94,96,0,52,10001R,8,2,1,133,134,111,98
8,0,0.189041775606275,0,False,0.166666666666667,95,95,0,52,10001R,9,2,2,135,135,105,105
9,0,0.248965513694879,0,False,0.166666666666667,94,94,0,52,10001R,10,2,2,133,133,111,111
10,0,0.239879367803816,0,False,0.166666666666667,94,94,0,52,10001R,11,2,2,133,133,111,111
11,0,0.18527187919351,13.0384048104053,True,0.3,94,96,0,52,10001R,12,2,1,133,134,111,98
12,,0.207063837280436,0,False,0.333333333333333,96,96,,52,10001R,13,1,1,134,134,98,98
13,,0.20716334297901,13.0384048104053,True,0.3,94,96,,52,10001R,14,2,1,133,134,111,98
14,,0.180574863937278,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,15,2,1,135,134,105,98
15,,0.198990743299195,0,False,0.333333333333333,96,96,,52,10001R,16,1,1,134,134,98,98
16,0,0.203764193581028,0,False,0.166666666666667,94,94,0,52,10001R,17,2,2,133,133,111,111
17,0,0.234289878092831,6.32455532033676,True,0.2,94,95,0,52,10001R,18,2,2,133,135,111,105
18,0,0.15906325886558,6.32455532033676,True,0.2,94,95,0,52,10001R,19,2,2,133,135,111,105
19,,0.291206101776488,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,20,2,1,135,134,105,98
20,,0.276769875222026,0,False,0.333333333333333,96,96,,52,10001R,21,1,1,134,134,98,98
21,0,0.22413228090147,6.32455532033676,True,0.2,94,95,0,52,10001R,22,2,2,133,135,111,105
22,,0.316391629194299,0,False,0.166666666666667,95,95,,52,10001R,23,2,2,135,135,105,105
23,-0.2,0.181352031175838,6.32455532033676,True,0.2,94,95,0,52,10001R,24,2,2,133,135,111,105
24,0,0.264768276570456,13.0384048104053,True,0.3,94,96,0,52,10001R,25,2,1,133,134,111,98
25,-0.2,0.185994072478161,0,False,0.166666666666667,95,95,0,52,10001R,26,2,2,135,135,105,105
26,0,0.211978545344173,13.0384048104053,True,0.3,94,96,0,52,10001R,27,2,1,133,134,111,98
27,,0.170711915411728,0,False,0.333333333333333,96,96,,52,10001R,28,1,1,134,134,98,98
28,0,0.197702463107662,13.0384048104053,True,0.3,94,96,0,52,10001R,29,2,1,133,134,111,98
29,0,0.199762938494105,0,False,0.166666666666667,95,95,0,52,10001R,30,2,2,135,135,105,105
30,,0.221273612539069,13.0384048104053,True,0.3,94,96,,52,10001R,31,2,1,133,134,111,98
31,,0.181668683218503,0,False,0.333333333333333,96,96,,52,10001R,32,1,1,134,134,98,98
32,,0.180210205138332,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,33,2,1,135,134,105,98
33,,0.266589979021729,13.0384048104053,True,0.3,94,96,,52,10001R,34,2,1,133,134,111,98
34,0,0.189978578020627,0,False,0.166666666666667,94,94,0.2,52,10001R,35,2,2,133,133,111,111
35,-0.2,0.199093248757045,6.32455532033676,True,0.2,94,95,0.2,52,10001R,36,2,2,133,135,111,105
36,0,0.273975112741005,0,False,0.166666666666667,95,95,0,52,10001R,37,2,2,135,135,105,105
37,,0.254870402533192,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,38,2,1,135,134,105,98
38,-0.2,0.208810206897641,0,False,0.166666666666667,94,94,0.2,52,10001R,39,2,2,133,133,111,111
39,-0.2,0.17830448868167,7.07106781186548,True,0.222222222222222,95,96,0,52,10001R,40,2,1,135,134,105,98
40,0,0.217216764684348,6.32455532033676,True,0.2,94,95,0.2,52,10001R,41,2,2,133,135,111,105
41,-0.2,0.191652897547029,0,False,0.166666666666667,94,94,0.2,52,10001R,42,2,2,133,133,111,111
42,,0.203484829936521,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,43,2,1,135,134,105,98
43,,0.255193257418702,0,False,0.333333333333333,96,96,,52,10001R,44,1,1,134,134,98,98
44,-0.4,0.211706418046867,0,False,0.166666666666667,94,94,0,52,10001R,45,2,2,133,133,111,111
45,,0.27466187982205,0,False,0.333333333333333,96,96,,52,10001R,46,1,1,134,134,98,98
46,,0.17557622450986,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,47,2,1,135,134,105,98
47,,0.183769303001387,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,48,2,1,135,134,105,98
48,,0.193754924124675,7.07106781186548,True,0.222222222222222,95,96,,52,10001R,49,2,1,135,134,105,98
49,,0.189140840314665,0,False,0.333333333333333,96,96,,52,10001R,50,1,1,134,134,98,98
50,-0.2,0.264573713515987,13.0384048104053,True,0.3,94,96,0,52,10001R,51,2,1,133,134,111,98
51,,0.232408703777184,0,False,0.333333333333333,96,96,,52,10001R,52,1,1,134,134,98,98
